Choice,follower_count,following_count,listed_count,mentions_received,retweets_received,mentions_sent,retweets_sent,posts,network_feature_1,network_feature_2,network_feature_3
1,-942305,9783,-7681,65.59206507,30.2703316,3.457328441,0.241433113,3.462009866,254,112.3619256,5539.783456
0,219021,1072,1797,744.3192867,195.7850474,38.04023009,0.746696471,27.64197969,2793,-281.712252,-2577.196776
1,-614018,-185,-5712,-199.2639173,-67.71196611,-9.265688883,-0.259030243,-3.993984194,-668,-38.19374069,-2417.612519
1,-5661,-437,-176,-14.94970465,-3.230325018,-0.736665617,-0.248823417,-0.4878422,-68,-50.64705882,-1483.985294
1,-95563,77,-4539,-3878.100741,-1550.940311,1.911876156,0,-5.529421642,-10321,174.2795884,4968.37791
1,-2607,-2759,-194,-15.18125464,-5.218851037,-14.07779645,-1.268276153,-6.521151203,-58,-55.53174603,-2664.31746
1,-101241,119347,1204,-388.9440191,-122.9968529,-2.20617016,-2.943189906,-7.019085282,-1590,154.2511257,4786.110203
0,45866,6887,3577,79.84707847,23.15875157,4.160414659,0,5.185561794,310,184.8955696,2886.658228
1,-446,-108,-26,-0.53795406,0.253875541,-0.473257188,0,-0.468548279,0,-9.5,-593.5
0,2073993,-667,18839,343.1194229,137.4228321,-22.68347813,0.264289606,-15.10548581,1350,-235.0086855,-4194.689713
1,-119497,632,-3796,-15.54769478,-19.57968656,-0.735445226,0,-5.926217692,-123,-153.2501412,-3962.784181
1,396674,-25658,-58,183.4207549,257.8837542,17.10866662,0,8.420315201,903,-135.1647696,-2977.297586
0,-41460,-46957,-315,-2.037254655,0.010003709,0.02944177,-0.236628594,0.012194823,-9,-91.08333333,-5778.25
0,-1392034,6617,-3109,5255.768486,5100.081414,13.43007906,-0.01295282,13.91599245,1724,24.38543189,-563.8968097
0,-3165403,738,-541,-1252.387739,-980.0204231,-11.9164075,-2.042886125,-100.2006647,-4797,146.8438262,10.3011779
1,1190164,1384,-292,-42.71240697,3.75829626,-24.08863486,-0.504743242,-20.83992603,-173,-27.92062147,59253.35452
1,-19283,-17597,-263,-572.580812,-389.9996374,-27.45153705,-7.067053387,-32.00140281,-1761,-22.46929577,-1358.845634
1,-2202138,6953,-20073,-373.6409754,-188.6729065,16.00200725,1.72770554,9.899081651,-1476,216.563624,4725.773399
0,2256337,201,22669,485.5106841,211.148484,0.055226413,0.022856493,-0.428910003,1905,34.73783014,3269.459822
1,-394447,-43,-4667,252.9289845,72.19506493,4.072829819,2.684159663,9.553494454,1127,-25.53182288,-1189.804847
1,-137192,194,-1384,-267.3360079,-128.6073794,-31.24728163,-3.394839309,-24.97112046,-852,-27.47856315,-4345.216686
1,-27180,-3308,104,-0.41191211,-0.19549512,0.259030243,0,0.766781324,-2,-2.666666667,-218.3333333
1,3080829,118991,273,17.19048906,8.588870185,0,0,-36.30113636,60,50.97512438,17318.5597
1,-366400,-320,-3381,-1167.539986,-415.1634106,-49.57911072,-7.961053359,-81.41594731,-3449,154.0856409,3127.653725
0,1737476,686,30259,1592.705175,345.1049623,22.74160669,4.969160208,5.570065013,5965,44.01726026,550.8207042
1,-390,-176,-28,-4.007795352,-0.609189703,-1.468406023,-0.734203012,-1.732161618,-15,-128.8,-2381.466667
1,-47134,-2025,-12213,-174.7279431,-48.50284543,-2.40165122,0.192307266,-3.371804103,-633,-142.0888232,-5679.246215
0,315644,1050,11470,5674.292919,4413.920695,21.84110924,1.792339366,11.37624665,20040,13.46516987,775.8420985
1,-4946702,519,-26293,-1755.437224,-824.8997948,7.647416117,4.867443289,10.59137514,-7269,6.663353534,-2191.588475
0,8049487,-119628,23662,2758.090972,770.5005926,-8.627641238,0.482866226,-4.247209613,9690,-155.9359075,-4105.456282
1,-69877,-43722,-1286,-5.241715173,-2.183729652,1.732906846,0.508392311,-1.26090658,-33,22.39361702,-323.4650456
1,-95737,392,-355,-81.2556608,-43.0153915,-6.489741751,-2.238629879,-10.46766372,-295,39.79124579,2856.925926
0,8158,-363,191,39.31172648,16.96808888,-2.864450437,-1.437380181,3.554588783,160,-31.63571429,-1427.130612
1,597576,-13826,12630,6866.272888,5009.327636,22.5826279,2.285034615,18.32047784,23889,-299.8634181,-16040.29054
1,-149435,-2525,-16276,-334.1917022,-78.65286394,-4.677206572,-0.738532985,-2.908321913,-1273,-151.0349435,-3231.332523
0,230,-214,-2,0.510095765,-0.046805487,-2.068558871,0,-2.017981384,-1,10.5,893.3333333
0,-2818897,-4672,-27094,-634.157622,-204.353475,1.859794478,0,3.573052417,-3070,34.7577069,2735.049597
1,9714,1251,361,40.25299027,5.822505448,19.28853085,1.761261849,11.39374453,127,107.4318182,2481.136364
0,1320772,80,10304,658.67466,238.7148472,5.498528697,0,6.252871676,2873,1.205597789,-461.9571527
0,349482,-6249,2930,1167.564507,415.1634106,49.8181295,7.961053359,79.19217813,3449,-112.0856409,-1409.653725
0,172829,2723,16288,343.8292169,84.86467296,6.712470525,1.237411868,7.474183329,1313,246.6329827,7894.914876
1,-8541,1378,-411,-2.339488925,-0.276241562,0.720634423,0,-0.031240338,-11,176.3125,6097.25
0,5196542,-15865,10323,173489.9277,52265.22319,10.10048385,1.552396844,9.449439832,213118,-49.45410378,-723.1132489
1,580963,-7092,-12824,-5692.553729,-5297.942481,-10.83222888,0.710280028,-11.99247918,-3422,194.866464,10373.69384
1,23709,30410,-396,3.561195677,-6.339853561,11.13007484,0,8.140385287,2,41.51163564,2268.974956
0,4459073,-1866,28815,4435.354369,2185.079767,4.716637085,12.04491314,1.556984406,16375,-161.5500678,-5038.810884
1,-66505,-24153,-6696,-1171.237336,-344.1694369,-3.940878378,-0.988883579,-2.705403859,-4053,-23.17885251,-1398.586289
0,3557,-264,29,4.430958479,0.826892113,-1.542282901,0,-2.052649929,20,2.5,-39.90909091
0,71710,-12165,-26287,-11888.12967,-4841.765567,-14.13859996,-4.653126393,-11.82514678,-21342,-3.189723065,-361.4489054
0,9542144,1826,17854,4334.375755,667.2101603,7.276492611,1.737877362,-33.28801458,12246,11.71847175,3143.91185
1,771,258,47,3.627313404,0.76241792,0.007316401,-0.485353965,0.52598944,16,406.125,20086.25
1,-219957,1822,-6003,-50.02791465,-10.42837861,4.383103881,1.232451216,-2.00942534,-182,24.28166291,-4364.870448
0,-451717,38970,-5248,-307.3530513,-72.24953259,-2.003140755,-0.503587792,-2.731898018,-1091,-27.65880218,-2738.87931
0,74558,-2436,3549,165.4939802,89.04265305,5.085763486,2.316328012,7.078860427,682,82.98695652,3777.766667
1,-1633684,-12088,-38417,-12725.40364,-4935.029342,-21.65935597,-7.161683024,-15.06943688,-23938,24.5211756,2669.911706
0,-14075,-13813,181,-74.17189431,-17.71643731,-17.74448886,-0.97122185,-14.90458899,-174,-107.8868814,-9343.75491
0,259075,1619,838,-79.23962244,-42.50725271,1.14569353,-0.00277816,-4.816826197,-298,274.1011264,28431.80751
1,53901,-2088,2776,92.25687532,26.37191791,-3.687344826,-1.000531531,-3.441130371,401,162.4735632,5643.508046
0,8167445,-5,25888,2818.975953,786.5788164,2.504707305,0.482866226,2.281183753,9886,-9.522864019,644.1615925
1,-2353,265,-300,13.66152551,0,1.453500749,0,0.961121095,42,-37.53488372,-1555.930233
1,-125171,-631,-4066,-54.83528334,-23.34563628,-1.91663263,0,-6.641223103,-238,-125.2416667,-5167.733333
0,453916,879,5176,442.6476388,293.739055,27.11847028,0,18.29843436,1763,105.3695984,4303.042769
1,-526226,-1467,-9659,-2362.376313,-959.1379438,-6.979351566,0.241433113,-26.46904644,-8348,93.37487124,-1574.793253
1,4466998,-11836,10025,-21.31161926,145.3244315,-4.434484085,-1.217636864,-15.72541221,454,-34.27046829,372.4099101
1,7292603,-30428,41642,12424.38465,9582.97196,-6.92228591,1.253120168,-0.733864981,46716,-146.3828051,-3553.190494
1,-480755,-1721,-6039,-273.5216012,-51.20786825,-0.755676647,-0.003377068,-1.466479488,-936,14.91981417,-2461.876166
0,1348584,-372,15425,19124.57804,14551.13283,-0.272914528,0.480451895,14.68496383,52562,-136.3519967,-3976.325253
0,-257301,-480,-5492,-460.7067266,-190.1327063,0.475518181,0.732826082,7.756912701,-1899,-60.97822812,-1820.536
1,-1447710,-118194,-14160,-9773.655525,-4988.136245,-3.882205371,0.239018782,-180.7802128,-28336,61.81507652,2456.239312
1,1738360,30591,-1437,37812.99111,46.157315,-4.639732481,-0.714118448,-3.431571445,20641,-248.88762,-8279.793898
1,-220221,-164,-1062,-452.4467774,-139.907031,-13.3385187,-2.943189906,-13.29614186,-1796,-13.66191781,-1375.807671
0,-363312,-3795,-6432,-56.465396,6.091065825,-9.598751953,0.757270172,2.761477146,-200,-235.0664123,-5517.442192
0,25025,20403,445,1.382089867,0.61631264,0.983150853,0.983150853,2.432241023,7,228.5714286,9940.714286
1,-50118,-2655,-1962,-96.64440799,-56.8837694,-13.74314043,-1.68813261,-12.56025216,-375,-57.25,-1808.424479
1,-2078063,1169,-8849,-13434.78453,-1809.087058,-3.633612297,-12.99787996,-2.39647926,-35078,259.6264982,5945.646158
1,-9584,-202,-210,-9.250219791,-0.209744006,0.25643994,0.25643994,0.25643994,-41,-26.76190476,-1770
1,-45569,-108,-3049,-50.46127131,-10.49191186,-2.512397828,-0.259030243,6.313642521,-198,-221.6881188,-6064.504951
1,-53533,76,-2796,-91.61661469,-23.40009902,-0.695759056,-0.231919685,1.759593914,-405,-229.2404598,-8091.541149
0,889256,104,5645,3236.737001,1964.189683,18.01677801,0.752098777,90.04533799,10951,-23.47140802,551.8053408
1,3995315,-4369,-8945,-14182.3945,-8710.693637,0.730002615,-10.62961282,-116.441147,-44584,15.98909036,3593.908898
1,-469632,109,-7051,-1005.333208,-440.7241778,-6.096426058,-2.797162879,-17.37531826,-3997,796.9332014,8979.34859
1,977375,144412,2271,9590.270069,4869.422647,5.952370226,-0.948904565,188.2655949,27284,-37.56867428,-518.5340823
1,-10470,-767,-3,-0.285094978,-0.01813578,-0.266959198,0,-0.266959198,-1,26.5,-405.5
1,-278655,-37488,-19888,-131.3294944,-21.9612545,-5.733068866,-1.24457004,-3.500147026,-508,-122.1465788,-5045.762361
1,-1097023,-587,-10586,-71.72050384,-19.79786304,0,0,0.251336785,-283,82.89010239,651.5856655
0,861032,4237,19430,5744.632316,5311.4067,14.19528686,0.251336785,14.66324583,3641,65.87326203,3279.479679
1,562367,-688,6375,-286.5273938,-201.8157715,-25.68478605,0.747714246,-18.40848132,-837,-12.90718639,1065.754897
1,-624424,-147751,-6689,-246.3033422,-74.60492616,-21.16043564,-1.220177676,-15.17756242,-683,-235.7872648,-11977.04342
1,-1911438,-32916,-14883,-38159.23254,-131.6483722,-2.072738044,-0.523293419,-2.521134356,-21963,29.75463725,3941.579022
0,483249,-5588,3273,1199.993688,597.0858772,-0.930266758,0.251262136,6.219541603,3890,-78.46161076,-1066.945272
0,-49489,343,-309,-184.7415042,-61.2992665,4.383103881,1.232451216,3.673050056,-570,64.03032889,-240.6705929
0,-21223,450,-1214,-1518.652501,-281.4038434,-75.71371742,-4.794020902,-102.3609074,-3267,-14.67966078,-827.2660564
0,137416,127744,8265,844.0816523,345.9806896,-0.813923898,0,30.15883478,2656,-118.4904442,-2250.442785
1,-1972138,66921,-62848,-3642.811796,-1622.225147,4.083140894,0,3.836805711,-10867,-16.13731124,757.0948377
0,-190900,-720,3618,-344.7703553,-267.2824351,-28.5642206,0,-19.94457498,-1339,-62.96238908,-3149.999394
0,371147,8185,3126,168.0674181,98.6732487,1.762010977,-0.515196741,5.822513595,604,22.57323992,1712.526556
0,273356,-4658,20786,176.081376,42.05468376,6.74872387,1.24457004,4.25936209,694,191.3380682,5516.964489
1,-176913,-460,-3354,-115.7136888,-72.35297998,-18.23679478,0,-11.13409961,-456,-52.27129045,-510.6607967
0,257673,-856,8527,70.82068873,22.6906702,0.107880723,0,-0.163069295,338,32.05204756,102.730586
0,1824495,761,30409,1622.09984,365.2441388,28.96970173,7.207790087,10.85366437,6066,41.54744304,2098.853962
0,-224696,1093,-1725,-45.99167632,-14.50333714,0.167038677,-1.459299688,4.387146261,-181,163.6418724,1391.681446
1,285,369,18,-3.150609087,-0.609189703,-0.521891646,-0.497574417,-1.495533024,-11,25.95,-676.4666667
0,34515,101,2131,-6.962846933,-2.813321546,0.754008294,0,-5.946326837,-7,100.5129179,1558.661311
1,-72582,5229,-3280,-158.3980941,-86.50743355,-3.413978062,-2.074894899,-6.354170843,-654,3.33447205,-2072.838095
0,-101593,-51525,-3067,-47.29185864,-24.99244131,0.234262308,0,1.228272944,-200,44.57352941,-871.0343137
1,-445002,-1467,-4974,-403.0135468,-270.6572699,-29.82590433,0,-14.25715119,-1598,-147.3273906,-5192.638316
0,2253514,-504,12568,13578.29645,1882.375459,26.32067161,12.99787996,16.99213311,35634,3.597290203,1572.238226
1,-630522,1434,1185,-6534.935497,-4927.845164,-15.87015738,-1.047622747,-10.84629451,-22635,246.807995,7893.389478
0,-37695,-153689,4658,360.7762068,65.34904491,4.929472531,2.213386787,6.20461276,1511,-61.65621351,-9501.64735
0,15071,275,736,53.0817896,21.81848308,5.399886009,0.009513428,5.170132817,193,136.3839869,2790.839869
1,-91765,-678,-5222,-120.8840565,-22.92090122,3.995890169,3.101783111,8.336373445,-524,-50.167753,-3847.785592
1,-1713235,-305,-24374,-1013.882823,-242.887096,-24.30187591,-4.994403301,-11.35459351,-3959,7.370574016,-649.7301727
0,17842134,46491,90389,16374.95717,5728.420829,0.26164671,0,1.24609799,61003,-81.32596122,-1402.281668
1,-26278,-8898,27,909.3730057,290.7923735,42.44729324,7.465594637,71.53604302,2477,-23.10185162,-1578.546329
0,1682958,-93,11312,719.5276204,36.90155552,1.248053993,1.768340246,-4.960733954,2131,-83.92153696,-1651.364867
1,-170108,-2101,-16106,-341.2768777,-84.19597213,-4.474641323,-1.237411868,-5.978148017,-1305,-128.6885383,-4733.325987
1,-7764,-929,-864,-7.103331212,0.740792113,1.040523863,0.015622412,-0.743823743,-20,-203.9718508,-4745.489092
1,-333766,-331504,52,-61.06000301,-58.49952753,2.049032572,0,19.33356653,-262,5.359764286,-899.680872
0,569397,1299,6897,256.3856929,129.9084198,-4.615038771,2.945414605,-3.998966087,1073,-20.24804335,1066.645921
0,5492,-1611,414,6.262738829,2.957250636,-6.463903286,-1.195433404,-3.46631176,23,131.1006944,2512.628472
0,561011,-1351,5233,8.179426524,5.087524551,9.265688883,0.259030243,3.993984194,70,24.01717303,-521.8511777
1,-65586,-2438,2223,133.8938988,55.60692143,1.233616917,1.947433884,0.027031222,532,-33.86480971,-8715.428018
1,-839310,2482,-12777,-68.57146311,-34.53561646,19.62773737,-0.537790638,24.89028726,-291,49.13934341,2057.731618
0,234,733,5,1.46623484,0.246335183,1.473895421,0.236628594,0.705469567,6,28.5,554.5
1,-22089,1789,32,2.463833814,2.470609442,-0.253875541,-0.253875541,-3.953748359,13,-1,-5999.055556
0,198671,-28931,4786,612.1318459,283.0612194,16.01176676,0.739178985,11.72256128,2186,-87.30713503,-1685.568896
0,3886,-133,150,6.983247266,4.296993956,0,0,1.991513599,24,11.44,250.76
1,-69954,-1560,-511,-538.9295447,-272.9254368,-5.323774641,-3.562453324,-12.82534351,-1999,86.48726236,1588.010373
0,174486,803,5644,200.363488,94.22317191,2.228254187,0,2.477077605,878,176.8564972,9128.107345
1,30,135,9,-2.757915136,0,-0.709885783,0,-0.968916025,-9,-14.44444444,-312.8888889
0,8096,-29142,473,1401.228204,258.9388694,70.25325944,5.052648955,92.14642009,3079,-22.64717905,93.59506068
0,17840609,45021,90335,16376.41605,5728.858448,0.027384401,0,0.279471755,61010,-64.09262788,-969.715001
1,-172601,-1301,-16269,-346.2495251,-85.49915752,-6.712470525,-1.237411868,-7.474183329,-1322,-268.1329827,-9295.214876
1,-3166392,-83,-603,-1253.244925,-980.0204231,-12.86292187,-2.279514719,-100.1859565,-4801,-7.906173842,-1694.698822
0,3964770,-1811,29937,7043.77017,3768.780633,-0.042412334,-0.266244576,8.589492766,25221,-246.9520385,-6728.804651
1,130128,4412,349,12.14919955,5.361387991,-4.260144223,-1.931955381,21.76873724,40,-173.4616756,150.9590018
1,-1734561,-19617,-2161,-3668.139124,567.4096147,1.996981174,0.520834738,7.946961018,-13579,78.25553643,4069.17366
1,-11272,-446,-221,1.713415932,1.240559246,0,0,0,7,332.8205128,6969.423077
1,117334,446,1159,-80.91864021,1.857552311,19.76752476,-1.947433884,12.88952336,-320,207.7883226,6271.758682
1,-322403,-37561,-22217,-176.2396724,-42.03617785,-6.74872387,-1.24457004,-4.25936209,-695,-233.3380682,-7131.464489
1,-193,325,-5,0.376685839,-0.480500426,-0.595768524,0.236628594,-1.816021335,2,154.25,1387.5
0,15840,17352,175,555.7264204,387.5761487,21.67307662,6.556737906,28.51831065,1701,-55.93393003,-4525.509205
1,184439,7555,739,143.6793947,78.87879279,6.402068025,1.708088041,9.74149831,464,-178.5814609,162.7644791
0,362914,3681,5793,-1440.628009,-272.4217201,-62.62003204,-4.562076083,-96.36772711,-2985,199.9262405,3976.562895
0,-2774234,-19847,-15819,-5087.732179,-6.08257732,-0.458620464,0.012318003,-0.495654855,-18546,35.21866093,775.6987721
0,-9063,-26279,-4009,-24.52111493,38.14768809,-10.04769212,1.716242755,8.532814834,107,-261.2679539,-6862.90529
1,-283283,122,-5462,-437.2628335,-184.3386072,2.831020974,-0.51260263,3.428514668,-1819,76.525,-578.8289216
1,-41772,-40548,-1265,21.14952607,3.306123509,6.664153684,1.01922334,4.462742966,83,5.5,342.127907
0,106754,-1886,-8,0.006134961,0.2055701,3.277173982,3.270003177,9.271725236,0,-67.33333333,-1324
1,-657739,7844,-17048,-5729.522711,-5307.192545,-14.19528686,-0.251336785,-14.66324583,-3572,255.3151438,14174.63626
0,-7540,-4,-339,-27.19704101,-4.789784816,-0.002564399,0,1.51572777,-98,79.33537207,1056.293578
0,220436,293,8579,3921.460801,1573.335964,-5.30503995,-1.76600205,6.871885004,10526,-33.53792174,-1007.497518
1,-828,-163,6,3.279937577,0.220553313,0.485599094,0,0.736935879,14,-0.055555556,714.1388889
1,-176929,413,-6818,1.757965086,-2.963670524,3.874673706,1.023914561,2.535443799,-10,0.292717087,-561.7969188
1,-2744867,-7585,-22686,-347.8370943,-105.7203805,-0.503587792,0,34.00943837,-1353,-51.05156137,-3436.416485
0,-72735,-5306,-1779,-82.34563423,-53.84893951,-13.00647481,-1.439309192,-12.07240996,-310,-9.269607843,-542.7725184
1,510406,-737,-715,316.3674423,197.7300758,0.259030243,0,0.497949988,1418,-3.730864413,11.78461719
1,-1713235,-305,-24374,-1013.882823,-242.887096,-24.30187591,-4.994403301,-11.35459351,-3959,7.370574016,-649.7301727
0,1351640,-300,15621,19111.07196,14546.73431,-5.682501443,-4.386991394,5.589624001,52528,-30.11509947,-278.8703259
1,-387950,-11256,-11035,-1654.022342,-650.2852972,-0.747724655,-0.721727846,-12.78400059,-6289,36.5712729,1942.809429
0,2756,3101,132,0.189688719,0,0.012823292,0,0.012823292,1,0,11
1,-4091,512,-160,-5.79556375,0.246335183,-2.456743586,-0.523623154,-1.511412709,-15,-81.19565217,-5005.369565
0,-1132435,-22106,-6166,857.5994038,419.6620097,9.625172842,-0.988883579,29.41782993,2791,25.96234109,2688.425659
0,1454558,122734,14899,9893.921659,5004.3484,9.379467571,-0.958489459,150.6007056,28552,-110.6787129,-14728.25879
1,1398522,-32,37467,3144.439977,1364.645482,3.845813298,5.028133239,18.24030853,11513,-68.08683116,-1275.321327
0,-2511176,-19583,-7031,-4978.166905,20.37404259,0.813373186,-0.239018782,0.036864161,-18095,91.26223392,2151.711844
1,-43363,-2759,-3439,-223.5601469,-85.50467291,-23.58816746,-9.159741321,-20.94980632,-870,-331.8233296,-8870.235561
1,-1299222,49006,2655,94.13213701,70.88629664,-2.155205815,-0.961616814,1.264555924,381,-205.9374196,-11699.54749
1,-654902,1900,3219,-27.822371,-9.477430494,4.239759974,-0.249481363,5.26050302,-216,214.6441791,5535.351792
0,43620,-29129,1991,150.1639859,85.15912761,-3.018064354,2.084408326,0.190548829,616,7.456653491,1860.872727
1,-32823,1502,-1160,-21.44199366,-6.872680418,-0.790358336,0,-0.523399138,-92,62.44086022,5682.483871
0,181,2481,76,14.63165209,4.996069912,13.84116786,1.031647559,6.025492366,55,28.43174603,1310.31746
1,-1350645,1188,-19561,-776.281772,-516.7061828,-4.373295133,-0.705176874,-6.141302582,-3428,-42.46727126,-113.8300099
0,-871936,11617,647,-17334.32312,-13867.15895,2.469569411,0.737184969,-0.455586928,-45713,57.72221422,2098.04889
1,-107,-217,-20,-0.058719505,0.2055701,-0.253875541,0,-0.253875541,0,-4,224
1,-2923038,34923,1274,280.4348591,70.24077559,0,0,0,725,66.61101095,-6073.247746
1,-9439213,51399,-14760,-4288.309584,-643.4778563,-7.276492611,-1.737877362,-3.013121776,-12049,13.70799884,-196.0442034
1,2408330,19876,12455,3920.680235,-409.0808332,-49.10817225,-7.722034577,-81.45341934,15099,-13.13302005,-1009.37838
0,2249444,-2,22558,486.6313429,210.7112333,0.003581183,0.264289606,-0.509831961,1906,28.21510287,3323.194671
1,-3735299,-33308,-9839,-173246.7058,-52132.04577,-11.04930577,-1.552396844,-12.63547564,-212012,4.630830554,-456.1138291
0,140631,128329,8623,873.0863991,347.3073828,4.161338667,-0.236628594,34.38181553,2762,45.13478106,3293.96262
0,-152235,-153606,-1369,-294.5283949,-79.1367814,1.989290394,0.736935879,1.24725136,-775,-99.0763314,-10759.69431
0,117690,1131,9941,189.405903,66.96089626,11.19432734,2.466765809,10.83326274,790,108.5420326,2488.939774
0,383,-261,34,-0.053922432,-0.046228975,1.005347141,0.251336785,0.251336785,0,27,519.5
1,-2384,-2486,-187,-15.45614361,-5.218851037,-13.84353414,-1.268276153,-6.054969209,-59,2.968253968,-1994.31746
0,630948,-340,7460,614.0110553,329.2295876,3.005261221,1.00343382,11.96790348,2532,-118.9113406,526.568979
1,-206590,-14894,-2510,-14.62612861,-4.214155629,0,0,0.26164671,-67,-154.6884058,-6099.115942
1,-583079,-12225,-13347,-5668.09294,-58.64114731,0.963894839,0.253875541,1.736667167,-7974,-48.41232485,-2186.77705
1,-218150,634,-5998,-41.67507218,-8.523228662,0.736665617,0.248823417,-5.194633196,-143,-4.278174821,-5727.678257
1,-3702,-278,-101,-9.457611394,-2.440226581,-4.547455813,-0.510315481,-0.752968716,-55,-77.40322581,-5825.188172
1,-85619,-11046,-2736,-202.9964893,-70.31686147,-6.346794672,-4.640195494,-4.544535391,-660,16.3969772,-2609.90499
1,-579501,-1825,-7340,-296.877702,-135.7309253,-13.89875616,-4.706676454,-6.62471378,-1201,-87.18377483,-3547.782285
0,24123,-119,41,9.444039822,6.640804887,0.589420066,0.266959198,3.332520114,41,100.9869281,5580.104575
1,-322368,-37203,-22221,-173.6219596,-41.82675951,-5.302879983,-1.012650354,-3.026020788,-687,-218.2269571,-6672.686711
0,582632,-41585,6076,614.516405,329.0545533,3.951775598,1.240062414,12.20453208,2534,-7.161340608,580.068979
1,-738714,-10310,-1227,-91.12040091,-94.41229448,2.437855248,0.070059881,-0.831806825,-400,55.72007879,153.2471811
1,21473,1158,-88,-15.48727139,-2.617028863,-5.524584894,-0.25643994,1.47922082,-57,-73.40322581,609.6451613
0,-342452,48946,5719,-1060.87885,-515.270581,0.466333503,-0.492695249,-3.008908609,-3318,46.94248861,1315.64273
0,1483893,676,40865,3283.70988,1385.411922,3.666405499,4.970990547,11.61081561,12081,42.96545847,307.7367649
1,-257314,-920,-6277,-649.7752421,-294.2768096,-13.09206505,1.698984833,-13.70590574,-2340,56.74289891,2002.05848
0,410761,-1254,9957,2325.500208,964.9214048,11.37753721,0,29.93633594,8195,-43.45277596,-5620.324637
0,178876,1117,3728,128.6964746,71.28542541,17.6702255,-0.510315481,12.36964704,506,197.0932899,2116.711363
0,121757,7093,-2546,-417.7504503,-38.86294217,2.168354549,-0.27337906,3.768805236,-1408,2.502410402,6639.901023
0,-439864,-3751,18676,-5108.138429,-2556.097818,16.37612852,4.516432469,-48.54649868,-15417,46.36665016,1549.692763
0,162873,173,4470,180.6088302,77.69636383,10.03326926,3.252887837,8.552846412,682,54.43865906,1255.150499
0,2836,-135,538,25.46108593,2.35609214,8.246151697,0,5.027737737,85,290.3372093,8833.046512
1,2180,-167,66,39.88722658,31.10938157,51.51950148,0,42.52992295,146,-66.97278912,-1560.693878
0,24568,-550,12,-0.562015134,-0.227304483,-6.695479757,-0.941557864,1.010549208,-5,-8.555555556,6192.222222
0,1673375,24031,16555,1560.416077,561.6973757,4.199908621,0.988883579,3.454690633,5758,32.1578857,2024.985241
0,-870609,-59,-13798,-130.4950635,-55.09528958,-2.522046932,-1.020656865,-2.522046932,-552,-113.6584507,-3775.2
1,-1673557,-23773,-16556,-1558.554732,-561.2597573,-4.199908621,-0.988883579,-3.193043923,-5749,58.7421143,605.9147589
1,-254980,359,-5665,-629.695366,-287.6225934,-15.54936,0.251743037,-3.728446306,-2250,256.4465297,3816.883939
1,2704,-949,121,13.6175573,6.422638987,4.961280044,0.48796538,5.022328737,55,-30.19508772,-710.1249123
1,-504472,1081,-16096,-3618.745279,-877.9935661,-7.728172343,-2.167070901,-23.26948371,-12451,-47.61790808,-2307.43336
1,-493489,-1578,-6513,-286.2035253,-68.94340908,4.66101293,0.515635548,1.730844948,-1008,-22.15880218,-2396.751403
0,-7160,-254,-420,-3.242229792,-1.116293412,-0.483256471,0,-0.490646775,-16,-180.375,-4123.5625
1,537987,-222,8409,6220.585733,4716.551962,-5.5748687,1.54585563,-2.301683792,21582,-45.07100229,-1292.282789
0,2259867,-659,12648,13579.29252,1882.727865,26.12358903,12.76125137,17.52713785,35641,16.87001748,2023.920044
1,-6681694,3079,-16407,-28835.15615,-17940.11037,4.385586804,0.948904565,0.30442691,-86874,44.47175274,905.33309
0,-1235,7,-38,3.030582704,0.176802282,1.665960911,0.475647376,1.663570723,6,3.285714286,143
1,-274717,-276091,-2970,-16.398607,-6.411818802,0,0,0.490355567,-51,-25.30645161,-2364.558065
0,7360120,-53,43582,12472.39176,9596.90057,5.223443934,1.253120168,8.165735369,46903,-197.6796801,-3084.180078
0,445064,-32,4717,426.8385097,287.95942,22.74370948,-1.001186597,14.98013135,1680,58.91746649,3871.006566
1,549425,-556,3057,-27.14525368,-4.332935847,5.58452771,-1.688403641,1.030768356,-218,-29.51445236,799.304999
1,-10778,-7908,-159,-7.120053399,-1.189118929,0.035039513,0,0.30199871,-30,-35.5,-1922.333333
0,5342586,32867,19714,173632.7853,52349.3969,10.59835462,1.310963731,12.20859902,213706,-1.401797357,656.5961141
0,18964,17037,267,560.3418791,390.1931775,24.4824563,7.067053387,29.33714408,1732,-30.16706786,-57.79072984
1,-345452,89829,2076,829.2832882,342.4871015,2.198804868,-0.470938467,32.68070216,2597,-290.6979675,-8948.212818
1,-1351756,-138,-15606,-19129.28918,-14552.42584,-0.959567533,-0.22911511,-15.92966236,-52578,24.4075523,-69.06363636
0,-2466816,-118834,5413,180.4452763,57.86295867,9.265688883,0.259030243,3.993984194,603,-16.44805036,-15022.44718
0,225136,-439,-5132,1096.779817,573.1644768,-0.781811769,0.492695249,5.926113077,3464,-88.18375517,-1968.696439
1,-1025386,11627,-12808,-1371.90777,-560.3978777,15.08130994,0.987668135,4.910559999,-4802,101.6748892,6267.605504
1,-1348626,-46,-15544,-19112.70023,-14550.01646,3.81354576,0.029863586,-12.69790698,-52519,76.31077811,5323.791202
1,-356948,-454,-3168,-1115.729861,-392.0816255,-49.55648279,-7.961053359,-75.72913138,-3255,-6.235787692,-900.3054583
1,-9619,-176,-213,-9.250219791,-0.209744006,0.239018782,0,1.018725977,-41,145.2380952,2822
